desc_problema¬desc_problema_lg
SE RUEGA REPARACIÓN O MANDAR UNO NUEVO, YA QUE EL TERMOSTATO RADIO ESTA EN GARANTIA Y NO ENCIENDE¬es
"En la pasarela Samsung del pedido nº 21506400, no venian los latiguillos.

Suministrar urgente los latiguillos."¬es
PASARELA AVERIADA, NO FUNCIONA, NO ENCIENDE NINGUN LED¬es
zonepad grafico maestro gris que parpardea en reposo, se ruega sustitucion¬es
"PASARELA DE FANCOIL ZONIFICADO NO SE ENCIENDE. YA PIDIERON OTRA PARA REEMPLAZARLA.

UNICAMENTE HAY QUE GESTIONAR LA RECOGIDA Y ABONAR."¬es
Sonda no funciona. No podemos encender-apagar temperatura¬pt
Tapas traseras racto cable se parten¬es
Rejilla llega dañada¬es
Tapas traseras rotas¬lv
CAMBIO DE VARIOR WEBSERVER POR EL MODELO CLOUD¬es
5 tapas traseras rotas de las que salieron defectuosas y 1 mando tacto cable blanco¬es
PANTALLA NO SE ENCIENDE¬es
"Termostato Tacto no funciona el tactil.

Ya pidieron el sustituto, por lo que solo hay que recoger y abonar."¬es
BLUEFACE CON RAYAS HORIZONTALES EN LA PANTALLA¬es
CAMBIO DE TERMOSTATOS Y CENTRALITAS¬es
CENTRAL CEN CON FALLO DE COMUNICACIONES ERROR 1 EN TODOS LOS TERMOSTATOS¬es
"FALLO COMUNICACION.
SOLICITAMOS CAMBIO"¬es
Ccp no lee desde domotico. Probado que la placa azaacuzone negro-verde 1.8vdc y negro-azul 1.8vdc¬es
Motor en garantia¬es
CCPC CON TRANSFORMADOR DESOLDADO¬es
3Ud MINT Y 1 Ud MAIR, ruido al cerrar (crac, crac..). Reponer, es la vivienda del hijo del instalador.¬es
un climafc que no se detecta en la red¬es
Motores compuertas defectuosos en garantía.¬es
no enciende el primer led del modulo de suelo¬es
REJILLA VIENE RAYADA (ADJUNTO FOTO). CAMBIARLA¬es
CENTRAL UNO DEFECTUOSA.¬es
"cambiar una pasarela de configuración de athome, no funciona.
necesitaría recogerla mañana, para que terminen la configuración de la oficina."¬es
HA RECIBIDO EL CLIENTE 1 REJILLA INT. 600X150 BLANCA Y 1 REJILLA RETORNO 600X150 BLANCA DEL PEDIDO 5002956 DE ENVÍO DIRECTO ROTO. SOLICITO QUE PASEN A RETIRARLO EN LA MISMA DIRECCIÓN Y MANDEN DOS NUEVAS. GRACIAS.¬es
Termostato inteligente Blueface Cen Blanco, NO FUNCIONA.¬es
HABLADO CON POSTVENTA. ENVIAR NUEVO MODULO A DELEGACION DE SEVILLA¬es
ERROR 03 EN TERMOSTATO DE LG, SE QUITA PASARELA Y FUNCIONA BIEN, COMPROBAMOS CONEXION, CABLES DE PASARELA Y TODO CORRECTO, POSIBLE FALLO DE PASARELA¬es
PANTALLA DE TERMOSTATO AZC3TACTOCSB NO RESPONDE AL TACTIL.¬es
TERMOSTATO CON DISPLAY DEFECTUOSO. ALGUNOS SEGMENTOS NO SE VEN BIEN.¬es
"TERMOSTATO AZC3TACTOCSB SE APAGA LA PANTALLA A LOS 3 SEGUNDOS DE CONECTAR.

RECOGER Y ENVIAR A DELEGACION MURCIA"¬es
"SOLICITO RECOGIDA DEL MATERIAL.
Esto es una prueba de garantía para la formación."¬es
"SOLICITO RECOGIDA DE MATERIAL.
ESTO ES UNA PRUEBA PARA FORMACION."¬es
ESTO ES UNA PRUEBA PARA FORMACION.¬es
NO FUNCIONA LA PLACA NI EL TERMOSTATO. LA PLACA INNOBUS, TENGO SÓLO LA PARTE INTERIOR.¬es
PROBLEMAS CON EL TÁCTIL¬es
NO FUNCIONA LA PASARELA KNX¬es
PASARELA AVERIADA. NO FUNCIONA. HABLADO CON POSTVENTA.SOLICTA DEVOLUCION¬es
Pieza metalica donde se ponen las pilas mal soldada¬es
NECESITO 15 TAPAS TRASERAS BLANCAS PARA INSTALACIONES VARIAS¬es
Falla la pasarela comprada con nuestro pedido 11-540172 de fecha 21/04/2015¬es
TERMOSTATO TACTO RADIO: TACTIL NO REACCIONA A DETERMINADAS FUNCIONES¬es
EL TERMOSTATO FALLA, EL TACTO SE QUEDA BLOQUEADO, POSIBLE FALSA PULSACIÓN.¬es
TENEMOS UNA INCIDENCIA CON UNA CENTRAL SISTEMA FLEXA 2.0 6 ZONAS, NO FUNCIONA DA EL ERROR 1¬es
TENEMOS UNA INCIDENCIA CON UN MODULO LOCAL RADIO P/ACUAZONE-INNOBUS32 EL CUAL NO FUNCIONA¬es
CENTRAL RELES QUE NO ACTIVA LOS CONTACTOS DE SALIDA, PERO SI QUE TIENE COMUNICACION BUS CON EL SISTEMA¬es
Buenos días Fernando del último envío nos ha llegado esta rejilla golpeada, lo hemos descubierto al comenzar a instalar en obra.rnEnvio copia de albarán y foto de la rejillarnNecesitamos urgente sustitución.¬es
NECESITAN 12 TAPAS BLANCAS + 10 TAPAS GRISES¬es
"1) Pour assistance MASSAS qui a changé à Orange et avec un APP doit changer la configuration du port, on decide donc lui faire passer le WS à Cloud pour la simplicité de l'istallation.
2) Et autre pour stock"¬fr
LE BLUE FACE IP32 CLIGNOTE DE MANIERE INTEMPESTIVE¬fr
confusión entre dos pedidos¬es
passerelle HS¬it
No vincula con la central¬es
TTO. BLUEFACE NO ENCIENDE¬es
EL TERMOSTATO NO SE ENCIENDE¬es
COMUNICA NUESTRO CLIENTE QUE LE LLEGAN 5 LAMAS ROTAS Y QUE LE FALTAN 6 PESTAÑAS DE MENGANCHE DE LAS LAMAS¬es
DEFAUT SUR TELECOMMANDE FUJITSU¬fr
REMPLACEMENT FLEXA¬fr
RINT: el motor y la biela se atascan y se queda abierta¬es
SE HA IDO EL TRANSFORMADOR DE UN MODULO DE FANCOIL¬es
TACTO RADIO CONSUME PILAS RAPIDO¬es
Una zona de la pantalla tactil esta como pulsada , no hace caso a otras indicaciones¬es
15 TAPAS BLANCAS¬tl
Central de producción CCPC , no funciona el relé de Suelo Radiante.¬es
"Voir commande 31308889 ou il a acheté deux thermostats ZONAFLEX.
après on lui actualisé le kit, voir commande 91400090  un an et demi après ça retombe."¬fr
PASARELA FANCOIL NO ENCIENDE¬es
Perte de com 28:CC:FF:00:07:7E il faut faire un reset pour récupérer les coms mais pas stable¬fr
Socles cassés¬fr
Módulo Local AZAMLZONAC  está mal. Para abrir manda bien la señal de 12V, mientras que para cerrar solo manda 4V.¬es
cordons Fujitsu courts¬fr
El web server cloud no comunica con el router, se ha cambiado cable y reseteado WScloud y sigue sin enlazarse, se solicita nuevo AZXWSCLOUDETH¬es
Flexa avec un historique de problèmes¬fr
Historique avec des problèmes Flexa¬fr
NO FUNCIONA CENTRAL¬es
PASARELA FANCOIL NO DA SEÑAL DE CONEXON.¬es
SE HABLO CON CARLOS FERNANDEZ DE QUE TENIAMOS UN PROBLEMA CON UN CTROLAD.BLUEFACE FLEXA 2.0/CEN EMPOT.BL. PROBLEMA DE TEMPERATURA Y AHORA TAMBIEN LA PANTALLA, NOS DIJO DE DARLE UNO NUEVO AL CLIENTE.¬es
Pour actualisation des anciennes versions sur version actuelle¬fr
"A REMPLACER PAR WIFI ERREUR COMMANDE
Erreur se reproduit en SAV"¬fr
TACTIL NO COINCIDE CON PANTALLA, LAS PULSACIONES SON IMPRECISAS, ENVIAR UNO NUEVO EN GARANTÍA¬es
Motor 008 averiado enviar en garantia¬es
1 MAIR Y 2 MINT NO HACEN CORRECTAMENTE EL RECORRIDO DE ACCIONAMIENTO.¬es
ZONAFLEXBR comme MAestro avec le mode activé¬fr
Envoyer une passerelle 8USW¬fr
SE HAN ENVIADO A UNA INSTALACION DE ACUAZONE UNA CCP Y WSCLOUD INCOMPATIBLES SEGUN PEDIDOS 21502792 Y 21502525, SE DEBEN ENVIAR AZXCCPC2 Y AZXWSCLOUDWIFI COMPATIBLES¬es
TTO. TACTO: NO RESPONDE CORRECTAMENTE EL TACTIL¬es
"TENEMOS UNA INCIDENCIA CON UN TTO. TACTO RADIO 6 Z SUPERFICIE BLANCO QUE LE VENDIMOS A MI CLIENTE EN AGOSTO, EL CUAL ESTÁ DEFECTUOSO, SE LE GASTAN DE FORMA ANORMAL LAS PILAS. NECESITO SABER COMO DEBEMOS PROCEDER.
GRACIAS."¬es
WSCLOUD WIFI ESTANDO ASOCIADO AL ROUTER (O% PERDIDA PAQUETES PING CON FING) DA ERROR TANTO DESDE APP COMO WEB EN DIFERENTES DISPOSITIVOS¬pt
PERDIDA DE VINCULACION CON ROUTER AUN ESTANDO A POCOS METROS, SE SOLICITA CAMBIO POR AZXWSCLOUDETH¬es
AVERIA TERMOSTATO DE ZONA¬it
"après vérification pour ces deux clients
WERNER    Z5QAAJUCOF
CONTE       MZDRA2RQF6 
en Plus de plaques arrières des Tactos filaires"¬fr
en la pantalla salen unas líneas¬es
Produit AZD défectueux donc remplacement par la dernière version AZA.¬fr
TERMOSTATOS TACTO CABLE MARCAN ERROR EN TODAS LAS ZONAS¬es
TERMOSTATO BLUEFACE CON LÍNEA HORIZONTAL EN LA PANTALLA. - DEFECTUOSO¬es
EL TERMOSTATO NO PERMITE EL CAMBIO A MODO CALEFACCION¬it
WEBSERVER NO CONECTA¬en
"LAS 3 CENTRALES IB PRO32 DE LA MISMA INSTALACION HAN DEJADO DE FUNCIONAR.

URGENTE EL ENVIO DE LAS NUEVAS"¬es
AL PONERLA EN MARCHA SE PARA EL RESTO DE COMPONENTES DEL SISTEMA¬es
No funciona, el cliente hablo con Andrea y con Fran y no consiguieron ponerle en funcionamiento.¬es
AZC3BLUEFECOSB, no mide correctamente  temperatura ambiente. Cuando demanda calor y está por ejemplo a 20ºC baja a 19ºC y luego empieza a subir muy, muy lentamente. Es el segundo con la misma incidencia. 1º: 000A2FND; 2º 000A1BKJ¬es
REJILLA HA LLEGADO ARAÑADA.¬es
4 MODULOS DE FANCOIL QUE FALLA EL TRANSFORMADOR¬es
CAMBIO 5 BASES TRASERAS TERMOSTATOS TACTO- JORGE RODRIGUEZ CALABUIG¬es
"SISTEMA CON DOS CONTROL DE DOS UNIDADES INDIVIDUALES A TRAVES DE MODULOS DX, TERMOSTATOS TACTO Y WEBSERVER.
LAS UNIDADES NO RINDEN CUANDO SE CONTROLAN DESDE EL SISTEMA AIRZONE LLEGANDO A APARECER ERROR DE COMUNICACION  (E1) EN UNO DE LOS TERMOSTATOS DE LA UNIDAD INTERIOR CX160IX12T3.
SE SOLICITA ACTUALIZACIÓN A ULTIMA VERSIÓN DE SW DE TODO EL SISTEMA SI CON ESTA ACCIÓN SE RESUELVE EL PROBLEMA"¬es
SE ENVIAN DOS MODULOS CON PASARELAS 0-10 QUE NO SON COMPATIBLES CON EL SISTEMA, SE DEBEN ENVIAR DOS MODULOS DE CONTROL DE FANCOIL 0-10V¬es
PROBLEMA CON EL TERMOSTATO, CONFIRMADO CON EL SAT¬es
suite à un défaut sur un tacto radio on le change par un BF pour avoir des prog. Hor.¬fr
Erreur de référence¬fr
"PERTE DE COMMUNICATION ENTRE NOTRE PASSERELLE ET LE TOSHIBA 
MERCI DE M'ENVOYER 5 PASSERELLES AZXEQADAPTO2I EN VERSION 2.07 AFIN D'EFFECTUER LES DÉPANNAGES SUR LES INSTALLATIONS NE FONCTIONNANT PAS."¬fr
se le encienden todos los digitos a menudo y no responde bien la rejilla de la zona¬es
NO FUNCIONA, SE ATRANCA.¬it
PROBLEMAS PROGRAMACIONES HORARIAS. INCOMPATIBILIDAD CCP Y WEBSERVER. ENVIAD AZXCCP2 Y AAZXWSCLOUDWIFI.¬es
SE VA A CAMBIAR CCP Y WEBSERVER AZXWSCLOUDETH POR CCP2 Y AZXWSCLOUDETH COMPATIBLE CON CCP2¬en
"RUEGO MANDEN DE CAMBIO DOS SONDA RADIO TEMPERATURA. LAS ENVIADAS EN
EL PEDIDO 15/11878. VIENEN DEFECTUOSAS Y CONSUMEN LA PILA. (HABLADO CON
FERNANDO)."¬es
Una de las salidas del módulo DIM4 no regula. Se ha averiado¬es
Modulos de fancoils que no funcionan. Obra con varios que ya se han cambiado.¬es
ERREUR 4 constante sur une zone IBP32¬fr
"Por favor enviad un termostato TACTO RADIO AZC3 superficie blanco al cliente OSCAR LINARES CASTRO de ADRA  (ALMERIA)
La pantalla táctil no funciona, se queda bloqueada y termostato bloqueado."¬es
Termostato TACTO RADIO AZC3 BLANCO se queda bloqueado. No permite asociarse¬es
"LAS PASARALES NO FUNCIONAN.
EL TERMOSTATO SE RECIBE CON EL CABLE DE COMUNICACION CON LA PANTALLA ROTO."¬es
ERREUR 4 CONSTANTE SUR THERMOSTAT¬fr
Grille reçue abimée¬fr
